Balance Sheet,Stockname,Mar 2010,Sep 2010,Mar 2011,Sep 2011,Mar 2012,Dec 2012,Mar 2013,Jun 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Sep 2016,Dec 2016,Mar 2017,Sep 2017,Dec 2017,Mar 2018,Sep 2018,Dec 2018,Mar 2019,Sep 2019,Dec 2019,Mar 2020,Sep 2020,Dec 2020,Mar 2021,Sep 2021,Dec 2021,Mar 2022,Sep 2022,Dec 2022,Mar 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024
Other Assets,MAPMYINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,119.0,,,126.0,,,178.0,,,254.0,,,313.0,
Total Assets,MAPMYINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,,,358.0,,,428.0,,,518.0,,,673.0,,,794.0,
Equity Capital,MARICO,,,,,,,64.0,,,64.0,,,,64.0,,,,129.0,,,129.0,,,129.0,,,129.0,,,129.0,,,129.0,,,129.0,,,129.0,,,129.0,
Reserves,MARICO,,,,,,,1917.0,,,1296.0,,,,1760.0,,,,1888.0,,,2197.0,,,2414.0,,,2846.0,,,2894.0,,,3111.0,,,3219.0,,,3670.0,,,3703.0,
Borrowings,MARICO,,,,,,,872.0,,,680.0,,,,428.0,,,,331.0,,,239.0,,,312.0,,,352.0,,,338.0,,,511.0,,,479.0,,,608.0,,,528.0,
Other Liabilities,MARICO,,,,,,,854.0,,,925.0,,,,873.0,,,,1010.0,,,1059.0,,,1217.0,,,1569.0,,,1603.0,,,1675.0,,,1850.0,,,2393.0,,,2993.0,
Total Liabilities,MARICO,,,,,,,3707.0,,,2965.0,,,,3125.0,,,,3358.0,,,3623.0,,,4072.0,,,4896.0,,,4964.0,,,5426.0,,,5677.0,,,6800.0,,,7353.0,
Fixed Assets,MARICO,,,,,,,1670.0,,,888.0,,,,1076.0,,,,1050.0,,,1085.0,,,1110.0,,,1300.0,,,1396.0,,,1612.0,,,1760.0,,,2246.0,,,2724.0,
CWIP,MARICO,,,,,,,148.0,,,4.0,,,,3.0,,,,37.0,,,11.0,,,27.0,,,45.0,,,58.0,,,24.0,,,39.0,,,67.0,,,44.0,
Investments,MARICO,,,,,,,152.0,,,311.0,,,,284.0,,,,544.0,,,608.0,,,543.0,,,450.0,,,733.0,,,854.0,,,828.0,,,1096.0,,,602.0,
Other Assets,MARICO,,,,,,,1738.0,,,1762.0,,,,1763.0,,,,1727.0,,,1919.0,,,2392.0,,,3101.0,,,2777.0,,,2936.0,,,3050.0,,,3391.0,,,3983.0,
Total Assets,MARICO,,,,,,,3707.0,,,2965.0,,,,3125.0,,,,3358.0,,,3623.0,,,4072.0,,,4896.0,,,4964.0,,,5426.0,,,5677.0,,,6800.0,,,7353.0,
Equity Capital,MARUTI,,,,,,,151.0,,,151.0,,,,151.0,,,,151.0,,,151.0,,,151.0,,,151.0,,,151.0,,,151.0,,,151.0,,,157.0,,,157.0,
Reserves,MARUTI,,,,,,,18877.0,,,21345.0,,,,24167.0,,,,30465.0,,,36924.0,,,42408.0,,,46941.0,,,49262.0,,,52350.0,,,55182.0,,,74443.0,,,85479.0,
Borrowings,MARUTI,,,,,,,1569.0,,,2004.0,,,,666.0,,,,231.0,,,484.0,,,121.0,,,160.0,,,184.0,,,541.0,,,426.0,,,1248.0,,,119.0,
Other Liabilities,MARUTI,,,,,,,6920.0,,,7975.0,,,,9492.0,,,,11879.0,,,14402.0,,,17568.0,,,16717.0,,,14031.0,,,18335.0,,,18896.0,,,24258.0,,,29550.0,
Total Liabilities,MARUTI,,,,,,,27517.0,,,31476.0,,,,34477.0,,,,42726.0,,,51960.0,,,60248.0,,,63969.0,,,63628.0,,,71376.0,,,74656.0,,,100106.0,,,115304.0,
Fixed Assets,MARUTI,,,,,,,10022.0,,,11034.0,,,,12490.0,,,,12530.0,,,13311.0,,,13389.0,,,15437.0,,,15744.0,,,14989.0,,,13747.0,,,27941.0,,,27865.0,
CWIP,MARUTI,,,,,,,1966.0,,,2640.0,,,,1890.0,,,,1007.0,,,1252.0,,,2132.0,,,1607.0,,,1415.0,,,1497.0,,,2936.0,,,4143.0,,,7735.0,
Investments,MARUTI,,,,,,,7421.0,,,10527.0,,,,13298.0,,,,20676.0,,,29151.0,,,36123.0,,,37504.0,,,37488.0,,,42945.0,,,42035.0,,,49184.0,,,57296.0,
Other Assets,MARUTI,,,,,,,8107.0,,,7275.0,,,,6800.0,,,,8513.0,,,8247.0,,,8604.0,,,9421.0,,,8980.0,,,11946.0,,,15937.0,,,18837.0,,,22408.0,
Total Assets,MARUTI,,,,,,,27517.0,,,31476.0,,,,34477.0,,,,42726.0,,,51960.0,,,60248.0,,,63969.0,,,63628.0,,,71376.0,,,74656.0,,,100106.0,,,115304.0,
Equity Capital,MAZDOCK,,,,,,,,,,,,,,199.0,,,,199.0,,,249.0,,,224.0,,,224.0,,,202.0,,,202.0,,,202.0,,,202.0,,,202.0,
Reserves,MAZDOCK,,,,,,,,,,,,,,2554.0,,,,2442.0,,,2730.0,,,2610.0,,,2993.0,,,2858.0,,,3230.0,,,3656.0,,,4558.0,,,6042.0,
Borrowings,MAZDOCK,,,,,,,,,,,,,,83.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,30.0,,,12.0,,,6.0,,,1.0,
Other Liabilities,MAZDOCK,,,,,,,,,,,,,,28397.0,,,,16386.0,,,16366.0,,,16540.0,,,17633.0,,,17883.0,,,21679.0,,,25904.0,,,24709.0,,,23204.0,
Total Liabilities,MAZDOCK,,,,,,,,,,,,,,31233.0,,,,19028.0,,,19345.0,,,19374.0,,,20850.0,,,20943.0,,,25140.0,,,29773.0,,,29476.0,,,29449.0,
Fixed Assets,MAZDOCK,,,,,,,,,,,,,,266.0,,,,368.0,,,546.0,,,705.0,,,810.0,,,836.0,,,807.0,,,965.0,,,1024.0,,,841.0,
CWIP,MAZDOCK,,,,,,,,,,,,,,40.0,,,,170.0,,,98.0,,,85.0,,,89.0,,,80.0,,,80.0,,,87.0,,,62.0,,,68.0,
Investments,MAZDOCK,,,,,,,,,,,,,,299.0,,,,324.0,,,376.0,,,429.0,,,431.0,,,484.0,,,519.0,,,542.0,,,589.0,,,679.0,
Other Assets,MAZDOCK,,,,,,,,,,,,,,30629.0,,,,18166.0,,,18324.0,,,18154.0,,,19520.0,,,19542.0,,,23735.0,,,28179.0,,,27801.0,,,27860.0,
Total Assets,MAZDOCK,,,,,,,,,,,,,,31233.0,,,,19028.0,,,19345.0,,,19374.0,,,20850.0,,,20943.0,,,25140.0,,,29773.0,,,29476.0,,,29449.0,
Equity Capital,METROBRAND,,,,,,,,,,15.0,,,,15.0,,,,15.0,,,15.0,,,15.0,,,133.0,,,133.0,,,133.0,,,136.0,,,136.0,,,136.0,
Reserves,METROBRAND,,,,,,,,,,256.0,,,,314.0,,,,374.0,,,441.0,,,547.0,,,532.0,,,647.0,,,672.0,,,1102.0,,,1397.0,,,1699.0,
Borrowings,METROBRAND,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,536.0,,,566.0,,,692.0,,,922.0,,,1098.0,
Other Liabilities,METROBRAND,,,,,,,,,,108.0,,,,103.0,,,,99.0,,,150.0,,,164.0,,,219.0,,,190.0,,,242.0,,,324.0,,,348.0,,,356.0,
Total Liabilities,METROBRAND,,,,,,,,,,379.0,,,,431.0,,,,488.0,,,606.0,,,726.0,,,884.0,,,1506.0,,,1612.0,,,2255.0,,,2803.0,,,3289.0,
Fixed Assets,METROBRAND,,,,,,,,,,67.0,,,,122.0,,,,134.0,,,170.0,,,183.0,,,222.0,,,705.0,,,722.0,,,847.0,,,1109.0,,,1478.0,
CWIP,METROBRAND,,,,,,,,,,2.0,,,,0.0,,,,1.0,,,4.0,,,6.0,,,4.0,,,13.0,,,5.0,,,6.0,,,18.0,,,7.0,
Investments,METROBRAND,,,,,,,,,,79.0,,,,37.0,,,,77.0,,,96.0,,,184.0,,,208.0,,,346.0,,,397.0,,,398.0,,,570.0,,,765.0,
Other Assets,METROBRAND,,,,,,,,,,232.0,,,,272.0,,,,277.0,,,336.0,,,352.0,,,450.0,,,443.0,,,488.0,,,1004.0,,,1106.0,,,1039.0,
Total Assets,METROBRAND,,,,,,,,,,379.0,,,,431.0,,,,488.0,,,606.0,,,726.0,,,884.0,,,1506.0,,,1612.0,,,2255.0,,,2803.0,,,3289.0,
Equity Capital,MOLDTECH,,,,,,,5.0,,,5.0,,,,5.0,,,,5.0,,,5.0,,,5.0,,,6.0,,,6.0,,,6.0,,,6.0,,,6.0,,,6.0,
Reserves,MOLDTECH,,,,,,,17.0,,,17.0,,,,19.0,,,,24.0,,,30.0,,,35.0,,,45.0,,,46.0,,,56.0,,,67.0,,,98.0,,,116.0,
Borrowings,MOLDTECH,,,,,,,8.0,,,6.0,,,,7.0,,,,8.0,,,5.0,,,2.0,,,3.0,,,5.0,,,4.0,,,6.0,,,7.0,,,10.0,
Other Liabilities,MOLDTECH,,,,,,,4.0,,,6.0,,,,8.0,,,,7.0,,,10.0,,,8.0,,,8.0,,,11.0,,,11.0,,,12.0,,,18.0,,,14.0,
Total Liabilities,MOLDTECH,,,,,,,34.0,,,34.0,,,,39.0,,,,45.0,,,50.0,,,52.0,,,62.0,,,68.0,,,76.0,,,90.0,,,129.0,,,146.0,
Fixed Assets,MOLDTECH,,,,,,,21.0,,,20.0,,,,18.0,,,,19.0,,,21.0,,,20.0,,,22.0,,,23.0,,,22.0,,,25.0,,,35.0,,,38.0,
CWIP,MOLDTECH,,,,,,,0.0,,,0.0,,,,0.0,,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,
Investments,MOLDTECH,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,,,12.0,,,15.0,,,13.0,
Other Assets,MOLDTECH,,,,,,,13.0,,,15.0,,,,21.0,,,,25.0,,,29.0,,,31.0,,,40.0,,,45.0,,,51.0,,,54.0,,,80.0,,,94.0,
Total Assets,MOLDTECH,,,,,,,34.0,,,34.0,,,,39.0,,,,45.0,,,50.0,,,52.0,,,62.0,,,68.0,,,76.0,,,90.0,,,129.0,,,146.0,
Equity Capital,MOLDTKPAC,,,,,,,11.0,,,11.0,,,,14.0,,,,14.0,,,14.0,,,14.0,,,14.0,,,14.0,,,14.0,,,16.0,,,17.0,,,17.0,
Reserves,MOLDTKPAC,,,,,,,38.0,,,41.0,,,,102.0,,,,115.0,,,142.0,,,167.0,,,177.0,,,183.0,,,227.0,,,423.0,,,542.0,,,578.0,
Borrowings,MOLDTKPAC,,,,,,,73.0,,,73.0,,,,18.0,,,,29.0,,,41.0,,,80.0,,,96.0,,,118.0,,,108.0,,,44.0,,,47.0,,,126.0,
Other Liabilities,MOLDTKPAC,,,,,,,23.0,,,40.0,,,,35.0,,,,46.0,,,39.0,,,41.0,,,57.0,,,48.0,,,88.0,,,92.0,,,90.0,,,99.0,
Total Liabilities,MOLDTKPAC,,,,,,,145.0,,,166.0,,,,169.0,,,,204.0,,,236.0,,,302.0,,,343.0,,,363.0,,,436.0,,,574.0,,,696.0,,,820.0,
Fixed Assets,MOLDTKPAC,,,,,,,70.0,,,72.0,,,,72.0,,,,81.0,,,91.0,,,115.0,,,183.0,,,202.0,,,239.0,,,262.0,,,376.0,,,477.0,
CWIP,MOLDTKPAC,,,,,,,3.0,,,2.0,,,,3.0,,,,9.0,,,10.0,,,15.0,,,16.0,,,12.0,,,12.0,,,15.0,,,17.0,,,11.0,
Investments,MOLDTKPAC,,,,,,,3.0,,,3.0,,,,3.0,,,,4.0,,,21.0,,,20.0,,,10.0,,,7.0,,,9.0,,,17.0,,,52.0,,,38.0,
Other Assets,MOLDTKPAC,,,,,,,69.0,,,88.0,,,,92.0,,,,111.0,,,114.0,,,152.0,,,134.0,,,141.0,,,177.0,,,281.0,,,251.0,,,294.0,
Total Assets,MOLDTKPAC,,,,,,,145.0,,,166.0,,,,169.0,,,,204.0,,,236.0,,,302.0,,,343.0,,,363.0,,,436.0,,,574.0,,,696.0,,,820.0,
Equity Capital,MOTHERSON,,,,,,,59.0,,,88.0,,,,88.0,,,,132.0,,,140.0,,,210.0,,,316.0,,,316.0,,,316.0,,,452.0,,,678.0,,,678.0,
Reserves,MOTHERSON,,,,,,,2230.0,,,2871.0,,,,3236.0,,,,4265.0,,,8132.0,,,9674.0,,,10647.0,,,10945.0,,,12245.0,,,20136.0,,,21774.0,,,25477.0,
Borrowings,MOTHERSON,,,,,,,4904.0,,,4840.0,,,,5131.0,,,,6069.0,,,10349.0,,,10374.0,,,11534.0,,,13136.0,,,11930.0,,,14130.0,,,13792.0,,,19922.0,
Other Liabilities,MOTHERSON,,,,,,,5546.0,,,7445.0,,,,8971.0,,,,9199.0,,,13322.0,,,16716.0,,,20257.0,,,20636.0,,,23258.0,,,21008.0,,,25086.0,,,38101.0,
Total Liabilities,MOTHERSON,,,,,,,12739.0,,,15244.0,,,,17425.0,,,,19665.0,,,31944.0,,,36974.0,,,42754.0,,,45033.0,,,47749.0,,,55726.0,,,61330.0,,,84178.0,
Fixed Assets,MOTHERSON,,,,,,,5277.0,,,5919.0,,,,6129.0,,,,7147.0,,,12193.0,,,14712.0,,,18423.0,,,20750.0,,,20099.0,,,21411.0,,,23147.0,,,30122.0,
CWIP,MOTHERSON,,,,,,,386.0,,,647.0,,,,956.0,,,,1397.0,,,1935.0,,,2585.0,,,1067.0,,,852.0,,,877.0,,,1310.0,,,1478.0,,,2498.0,
Investments,MOTHERSON,,,,,,,72.0,,,75.0,,,,65.0,,,,590.0,,,474.0,,,792.0,,,855.0,,,796.0,,,846.0,,,6462.0,,,6290.0,,,6521.0,
Other Assets,MOTHERSON,,,,,,,7005.0,,,8603.0,,,,10276.0,,,,10531.0,,,17343.0,,,18885.0,,,22409.0,,,22635.0,,,25926.0,,,26543.0,,,30415.0,,,45037.0,
Total Assets,MOTHERSON,,,,,,,12739.0,,,15244.0,,,,17425.0,,,,19665.0,,,31944.0,,,36974.0,,,42754.0,,,45033.0,,,47749.0,,,55726.0,,,61330.0,,,84178.0,
Equity Capital,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,31.0,,,31.0,,,31.0,,,31.0,
Reserves,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,446.0,,,489.0,,,589.0,,,646.0,
Borrowings,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,17.0,,,96.0,,,143.0,,,191.0,
Other Liabilities,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,,,93.0,,,112.0,,,300.0,,,140.0,
Total Liabilities,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,,,586.0,,,728.0,,,1063.0,,,1008.0,
Fixed Assets,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,167.0,,,196.0,,,291.0,,,341.0,
CWIP,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,11.0,,,44.0,,,64.0,,,73.0,
Investments,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,62.0,,,27.0,,,0.0,
Other Assets,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,,,409.0,,,425.0,,,680.0,,,594.0,
Total Assets,MTARTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,,,586.0,,,728.0,,,1063.0,,,1008.0,
Equity Capital,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,3.0,,,13.0,
Reserves,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,,,233.0,,,278.0,,,329.0,
Borrowings,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,154.0,,,192.0,,,253.0,
Other Liabilities,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,86.0,,,101.0,,,115.0,
Total Liabilities,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,476.0,,,574.0,,,710.0,
Fixed Assets,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,179.0,,,237.0,,,281.0,
CWIP,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,0.0,,,1.0,
Investments,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,
Other Assets,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,,296.0,,,338.0,,,428.0,
Total Assets,MUFTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,476.0,,,574.0,,,710.0,
Equity Capital,MUTHOOTFIN,,,,,,,,,,,,,,398.0,,,,399.0,,,399.0,,,400.0,,,401.0,,,401.0,,,401.0,,,401.0,,,401.0,,,401.0,
Reserves,MUTHOOTFIN,,,,,,,,,,,,,,4686.0,,,,5223.0,,,6139.0,,,7457.0,,,9531.0,,,11428.0,,,15174.0,,,18384.0,,,21264.0,,,24706.0,
Borrowings,MUTHOOTFIN,,,,,,,,,,,,,,19621.0,,,,18854.0,,,22177.0,,,23891.0,,,30128.0,,,40952.0,,,50414.0,,,54569.0,,,55804.0,,,68274.0,
Other Liabilities,MUTHOOTFIN,,,,,,,,,,,,,,2292.0,,,,2918.0,,,3469.0,,,1925.0,,,1675.0,,,2085.0,,,2638.0,,,2946.0,,,2664.0,,,3089.0,
Total Liabilities,MUTHOOTFIN,,,,,,,,,,,,,,26996.0,,,,27395.0,,,32184.0,,,33672.0,,,41734.0,,,54867.0,,,68627.0,,,76300.0,,,80134.0,,,96470.0,
Fixed Assets,MUTHOOTFIN,,,,,,,,,,,,,,269.0,,,,235.0,,,257.0,,,251.0,,,259.0,,,314.0,,,327.0,,,342.0,,,386.0,,,482.0,
CWIP,MUTHOOTFIN,,,,,,,,,,,,,,7.0,,,,11.0,,,10.0,,,6.0,,,23.0,,,29.0,,,39.0,,,52.0,,,67.0,,,88.0,
Investments,MUTHOOTFIN,,,,,,,,,,,,,,20.0,,,,49.0,,,97.0,,,177.0,,,211.0,,,630.0,,,809.0,,,523.0,,,546.0,,,712.0,
Other Assets,MUTHOOTFIN,,,,,,,,,,,,,,26700.0,,,,27100.0,,,31820.0,,,33237.0,,,41241.0,,,53894.0,,,67453.0,,,75382.0,,,79135.0,,,95187.0,
Total Assets,MUTHOOTFIN,,,,,,,,,,,,,,26996.0,,,,27395.0,,,32184.0,,,33672.0,,,41734.0,,,54867.0,,,68627.0,,,76300.0,,,80134.0,,,96470.0,
Equity Capital,NAUKRI,,,,,,,109.0,,,109.0,,,,120.0,,,,121.0,,,121.0,,,122.0,,,122.0,,,122.0,,,129.0,,,129.0,,,129.0,,,129.0,
Reserves,NAUKRI,,,,,,,499.0,,,563.0,,,,1295.0,,,,1422.0,,,1471.0,,,1923.0,,,2421.0,,,2073.0,,,5267.0,,,17113.0,,,13269.0,,,30133.0,
Borrowings,NAUKRI,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,77.0,,,65.0,,,64.0,,,108.0,,,246.0,
Other Liabilities,NAUKRI,,,,,,,216.0,,,387.0,,,,801.0,,,,382.0,,,459.0,,,550.0,,,646.0,,,621.0,,,831.0,,,3177.0,,,3153.0,,,5581.0,
Total Liabilities,NAUKRI,,,,,,,825.0,,,1060.0,,,,2217.0,,,,1925.0,,,2053.0,,,2596.0,,,3189.0,,,2893.0,,,6292.0,,,20483.0,,,16658.0,,,36089.0,
Fixed Assets,NAUKRI,,,,,,,152.0,,,149.0,,,,576.0,,,,82.0,,,157.0,,,88.0,,,88.0,,,242.0,,,134.0,,,1033.0,,,801.0,,,810.0,
CWIP,NAUKRI,,,,,,,10.0,,,10.0,,,,12.0,,,,0.0,,,1.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,4.0,,,0.0,
Investments,NAUKRI,,,,,,,261.0,,,538.0,,,,1175.0,,,,568.0,,,551.0,,,1565.0,,,1204.0,,,1133.0,,,2324.0,,,15614.0,,,12403.0,,,31203.0,
Other Assets,NAUKRI,,,,,,,402.0,,,363.0,,,,455.0,,,,1276.0,,,1343.0,,,943.0,,,1895.0,,,1518.0,,,3834.0,,,3836.0,,,3450.0,,,4077.0,
Total Assets,NAUKRI,,,,,,,825.0,,,1060.0,,,,2217.0,,,,1925.0,,,2053.0,,,2596.0,,,3189.0,,,2893.0,,,6292.0,,,20483.0,,,16658.0,,,36089.0,
Equity Capital,NAVINFLUOR,,,,,,,10.0,,,10.0,,,,10.0,,,,10.0,,,10.0,,,10.0,,,10.0,,,10.0,,,10.0,,,10.0,,,10.0,,,10.0,
Reserves,NAVINFLUOR,,,,,,,494.0,,,546.0,,,,578.0,,,,636.0,,,825.0,,,974.0,,,1063.0,,,1402.0,,,1624.0,,,1834.0,,,2175.0,,,2373.0,
Borrowings,NAVINFLUOR,,,,,,,84.0,,,58.0,,,,61.0,,,,82.0,,,19.0,,,13.0,,,4.0,,,1.0,,,25.0,,,121.0,,,861.0,,,1368.0,
Other Liabilities,NAVINFLUOR,,,,,,,138.0,,,166.0,,,,203.0,,,,228.0,,,324.0,,,259.0,,,231.0,,,215.0,,,239.0,,,420.0,,,484.0,,,626.0,
Total Liabilities,NAVINFLUOR,,,,,,,726.0,,,779.0,,,,852.0,,,,955.0,,,1177.0,,,1256.0,,,1307.0,,,1629.0,,,1898.0,,,2385.0,,,3529.0,,,4377.0,
Fixed Assets,NAVINFLUOR,,,,,,,291.0,,,288.0,,,,274.0,,,,375.0,,,561.0,,,428.0,,,430.0,,,529.0,,,540.0,,,556.0,,,1646.0,,,1875.0,
CWIP,NAVINFLUOR,,,,,,,9.0,,,6.0,,,,60.0,,,,20.0,,,17.0,,,20.0,,,39.0,,,39.0,,,95.0,,,742.0,,,279.0,,,711.0,
Investments,NAVINFLUOR,,,,,,,201.0,,,230.0,,,,171.0,,,,170.0,,,239.0,,,428.0,,,427.0,,,195.0,,,99.0,,,118.0,,,44.0,,,495.0,
Other Assets,NAVINFLUOR,,,,,,,225.0,,,255.0,,,,346.0,,,,390.0,,,360.0,,,380.0,,,410.0,,,866.0,,,1163.0,,,969.0,,,1561.0,,,1296.0,
Total Assets,NAVINFLUOR,,,,,,,726.0,,,779.0,,,,852.0,,,,955.0,,,1177.0,,,1256.0,,,1307.0,,,1629.0,,,1898.0,,,2385.0,,,3529.0,,,4377.0,
Equity Capital,NAZARA,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,11.0,,,11.0,,,11.0,,,12.0,,,13.0,,,26.0,,,31.0,
Reserves,NAZARA,,,,,,,,,,,,,,,,,,156.0,,,221.0,,,341.0,,,396.0,,,490.0,,,646.0,,,1028.0,,,1078.0,,,1968.0,
Borrowings,NAZARA,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,8.0,,,9.0,,,8.0,,,1.0,,,4.0,,,38.0,,,28.0,
Other Liabilities,NAZARA,,,,,,,,,,,,,,,,,,41.0,,,42.0,,,105.0,,,92.0,,,243.0,,,359.0,,,358.0,,,555.0,,,735.0,
Total Liabilities,NAZARA,,,,,,,,,,,,,,,,,,200.0,,,265.0,,,465.0,,,509.0,,,752.0,,,1018.0,,,1404.0,,,1698.0,,,2762.0,
Fixed Assets,NAZARA,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,152.0,,,137.0,,,327.0,,,296.0,,,424.0,,,583.0,,,625.0,
CWIP,NAZARA,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,,,6.0,,,2.0,,,1.0,,,0.0,,,0.0,
Investments,NAZARA,,,,,,,,,,,,,,,,,,55.0,,,77.0,,,98.0,,,127.0,,,58.0,,,118.0,,,442.0,,,332.0,,,422.0,
Other Assets,NAZARA,,,,,,,,,,,,,,,,,,142.0,,,187.0,,,214.0,,,243.0,,,360.0,,,601.0,,,537.0,,,783.0,,,1715.0,
Total Assets,NAZARA,,,,,,,,,,,,,,,,,,200.0,,,265.0,,,465.0,,,509.0,,,752.0,,,1018.0,,,1404.0,,,1698.0,,,2762.0,
Equity Capital,NEOGEN,,,,,,,,,,4.0,,,,4.0,,,,20.0,,,20.0,,,20.0,,,20.0,,,23.0,,,23.0,,,25.0,,,25.0,,,26.0,
Reserves,NEOGEN,,,,,,,,,,15.0,,,,19.0,,,,8.0,,,22.0,,,30.0,,,50.0,,,133.0,,,160.0,,,414.0,,,458.0,,,734.0,
Borrowings,NEOGEN,,,,,,,,,,25.0,,,,24.0,,,,26.0,,,69.0,,,82.0,,,120.0,,,137.0,,,222.0,,,229.0,,,370.0,,,409.0,
Other Liabilities,NEOGEN,,,,,,,,,,18.0,,,,21.0,,,,26.0,,,41.0,,,48.0,,,56.0,,,61.0,,,87.0,,,131.0,,,202.0,,,292.0,
Total Liabilities,NEOGEN,,,,,,,,,,63.0,,,,69.0,,,,80.0,,,152.0,,,180.0,,,246.0,,,355.0,,,492.0,,,799.0,,,1054.0,,,1461.0,
Fixed Assets,NEOGEN,,,,,,,,,,14.0,,,,13.0,,,,17.0,,,56.0,,,67.0,,,83.0,,,111.0,,,127.0,,,285.0,,,347.0,,,496.0,
CWIP,NEOGEN,,,,,,,,,,0.0,,,,0.0,,,,1.0,,,1.0,,,1.0,,,0.0,,,3.0,,,115.0,,,11.0,,,36.0,,,109.0,
Investments,NEOGEN,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,1.0,,,82.0,,,77.0,,,0.0,
Other Assets,NEOGEN,,,,,,,,,,49.0,,,,55.0,,,,62.0,,,94.0,,,112.0,,,163.0,,,241.0,,,250.0,,,422.0,,,594.0,,,856.0,
Total Assets,NEOGEN,,,,,,,,,,63.0,,,,69.0,,,,80.0,,,152.0,,,180.0,,,246.0,,,355.0,,,492.0,,,799.0,,,1054.0,,,1461.0,
Equity Capital,NESTLEIND,,,,,,,,,96.0,,,,96.0,,,,96.0,,,96.0,,,96.0,,,96.0,,,96.0,,,96.0,,,96.0,,,96.0,,,96.0,96.0,
Reserves,NESTLEIND,,,,,,,,,2272.0,,,,2741.0,,,,2721.0,,,3186.0,,,3324.0,,,3577.0,,,1822.0,,,1923.0,,,1850.0,,,2363.0,,,2363.0,3244.0,
Borrowings,NESTLEIND,,,,,,,,,1189.0,,,,20.0,,,,18.0,,,33.0,,,35.0,,,35.0,,,189.0,,,147.0,,,266.0,,,271.0,,,271.0,345.0,
Other Liabilities,NESTLEIND,,,,,,,,,2756.0,,,,2963.0,,,,3251.0,,,3495.0,,,3907.0,,,4379.0,,,5065.0,,,5733.0,,,6021.0,,,6249.0,,,6249.0,6838.0,
Total Liabilities,NESTLEIND,,,,,,,,,6314.0,,,,5820.0,,,,6086.0,,,6810.0,,,7363.0,,,8088.0,,,7173.0,,,7900.0,,,8234.0,,,8979.0,,,8979.0,10523.0,
Fixed Assets,NESTLEIND,,,,,,,,,3369.0,,,,3177.0,,,,2898.0,,,2730.0,,,2616.0,,,2401.0,,,2341.0,,,2179.0,,,2995.0,,,3044.0,,,3044.0,3460.0,
CWIP,NESTLEIND,,,,,,,,,295.0,,,,245.0,,,,231.0,,,188.0,,,94.0,,,105.0,,,143.0,,,639.0,,,246.0,,,358.0,,,358.0,1742.0,
